,quote,author,tags,likes
105,"When you walk to the edge of all the light you have and take that first step into the darkness of the unknown, you must believe that one of two things will happen:

There will be something solid for you to stand upon, or, you will be taught to fly.","Patrick Overton,","darkness, faith, risk, unknown",421
106,Dogs have given us their absolute all. We are the center of their universe. We are the focus of their love and faith and trust. They serve us in return for scraps. It is without a doubt the best deal man has ever made. ,Roger Caras,"dogs, faith, love",415
107,"Faith is a place of mystery, where we find the courage to believe in what we cannot see and the strength to let go of our fear of uncertainty.","Brene Brown,",faith,415
108,I had to deny knowledge in order to make room for faith.,"Immanuel Kant,","deny, faith, knowledge",414
109,"This is one more piece of advice I have for you: don't get impatient. Even if things are so tangled up you can't do anything, don't get desperate or blow a fuse and start yanking on one particular thread before it's ready to come undone. You have to realize it's going to be a
long process and that you'll work on things slowly, one at a time.","Haruki Murakami,","advice, desperate, faith, long-process, patience, thread, truth",405
110,"A bridge of silver wings stretches from the dead ashes of an unforgiving nightmare
to the jeweled vision of a life started anew.","Aberjhani,","angel-poetry, bridges, faith, famous-quotes, famous-quotes-from-classic-books, healing, inspiration, inspiring-quotes, metaphysics, new-beginnings, new-year, perseverance, philosophy, poem-in-your-pocket-day, quotes-by-aberjhani, re-birth, rebirth, recovery, resurrection, spirituality, starting-over, visions, world-suicide-prevention-day",399
111,"Realize that if a door closed, it’s because what was behind it wasn’t meant for you.","Mandy Hale,","closed-door, destiny, everything-happens-for-a-reason, faith, meant-to-be, new-beginnings, open-doors, opportunity, positive-thinking, purpose, the-end, trust, trusting-the-journey",397
112,"It’s OKAY to be scared. Being scared means you’re about to do something really, really brave.","Mandy Hale,","anxiety, being-scared, believing-in-yourself, bravery, faith, fear, overcoming-fear, positive-thinking, scared, trust, worry",394
113,"Life is such unutterable hell, solely because it is sometimes beautiful. If we could only be miserable all the time, if there could be no such things as love or beauty or faith or hope, if I could be absolutely certain that my love would never be returned: how much more simple life would be. One could plod through the Siberian salt mines of existence without being bothered about happiness. Unfortunately the happiness is there. There is always the chance (about eight hundred and fifty to one) that another heart will come to mine. I can't help hoping, and keeping faith, and loving beauty. Quite frequently I am not so miserable as it would be wise to be.","T.H. White,","beauty, faith, happiness, hope, life, living, love, misery, pain, positivity, stoicism",378
114,You were born a child of light’s wonderful secret— you return to the beauty you have always been.,"Aberjhani,","death, faith, going-home, grace, healing, home-going, inner-peace, innocence, killed-in-the-line-of-duty, life-and-death, light, philosophy, poem-in-your-pocket-day, rebirth, recovery, resurrection, spiritual-nature, spiritual-philosophy, spirituality, victims-of-gun-violence, victims-of-war, war, war-victims",374
115,Having faith in God did not mean sitting back and doing nothing. It meant believing you would find success if you did your best honestly and energetically.,"Ken Follett,",faith,372
116,"Because you believed I was capable of behaving decently, I did.","Paulo Coelho,","behavior, faith, trust",361
117,"Faith can be very very dangerous, and deliberately to implant it into the vulnerable mind of an innocent child is a grievous wrong.","Richard Dawkins,","atheist, child, faith, parental-love, parenthood, parents",355
118,"Have you ever noticed that when your mind is awakened or drawn to someone new, that person's name suddenly pops up everywhere you go? My friend Sophie calls it coincidence, and Mr. Simpless, my parson friend, calls it Grace. He thinks that if one cares deeply about someone or something new one throws a kind of energy out into the world, and ""fruitfulness"" is drawn in. ","Mary Ann Shaffer,","faith, fate",350
119,"Never lose faith in yourself, and never lose hope; remember, even when this world throws its worst and then turns its back, there is still always hope.","Pittacus Lore,","faith, hope, life",341
120,"When you are in troubled and worried and sick at heart
And your plans are upset and your world falls apart,
Remember God's ready and waiting to share

The burden you find much to heavy to bear--

So with faith, ""Let Go and Let GOD"" lead your way

Into a brighter and less troubled day",Helen Steiner Rice,faith,399
121,"When God is going to do something wonderful, He or She always starts with a hardship; when God is going to do something amazing, He or She starts with an impossibility. ","Anne Lamott,","faith, god",361
122,"My father gave me the greatest gift anyone could give another person, he believed in me.",Jim Valvano,"believe, believe-in-yourself, believed, dad, faith, father, gift, love, parenting",348
123,When someone you love says goodbye you can stare long and hard at the door they closed and forget to see all the doors God has open in front of you.,Shannon Alder,"beginnings, choices, doors, endings, faith, future, giving-up, goals, god-s-plan, goodbyes, hope, letting-go, love, moving-on, plans, regret, sorrow",334
124,"Faith is not something to grasp, it is a state to grow into.",Mahatma Gandhi,faith,318
125,"Good works is giving to the poor and the helpless, but divine works is showing them their worth to the One who matters.","Criss Jami,","beautiful, christ-like, compassion, consideration, divine-love, divine-works, empathy, faith, giving, god-like, good-works, helping-others, inspirational, jesus, life, poor, sympathy, the-one, unconditional-love, value, works, worth",316
